montage,n_ch,target,held_out,alpha,r
F4,1,DMN,dmnelf008,1.0,-0.040959508284755614
F4,1,DMN,dmnelf009,1.0,-0.07567477837881115
F4,1,DMN,dmnelf010,1.0,-0.017433310480783153
F4,1,DMN,dmnelf011,1.0,-0.015507721003327842
F4,1,DMN,dmnelf012,1.0,0.05853054571590498
F4,1,DMN,dmnelf013,10.0,0.12528950433754163
F4,1,DMN,dmnelf014,46.41588833612777,0.17518310418792538
F4,1,DMN,dmnelf015,1.0,0.07122451213747107
F4,1,DMN,dmnelf016,1.0,0.011498928555451865
F4,1,DMN,dmnelf1001,1.0,0.10194453855677003
F4,1,DMN,dmnelf1002,1.0,-0.06615537274644648
F4,1,DMN,dmnelf1003,1.0,0.023421919321253676
F4,1,PDA,dmnelf001,46.41588833612777,0.049524285699762666
F4,1,PDA,dmnelf002,464.15888336127773,-0.08516211278959843
F4,1,PDA,dmnelf003,2154.4346900318824,0.021850894083698277
F4,1,PDA,dmnelf004,215.44346900318823,0.03969979532698053
F4,1,PDA,dmnelf005,464.15888336127773,0.18331311826958968
F4,1,PDA,dmnelf006,100000000.0,-0.0543707645413038
F4,1,PDA,dmnelf007,21544.346900318822,0.05916506814709162
F4,1,PDA,dmnelf008,46415.888336127726,-0.003726756961343171
F4,1,PDA,dmnelf009,100000000.0,0.024290565298632934
F4,1,PDA,dmnelf010,100000000.0,-0.0374368745454822
F4,1,PDA,dmnelf011,100000000.0,0.11139256293585781
F4,1,PDA,dmnelf012,46415.888336127726,0.10539914421883992
F4,1,PDA,dmnelf013,21544.346900318822,-0.03702873821626828
F4,1,PDA,dmnelf014,10000.0,0.09884416333893342
F4,1,PDA,dmnelf015,10000.0,-0.051942935337476064
F4,1,PDA,dmnelf016,21544.346900318822,-0.0380170259012574
F4,1,PDA,dmnelf1001,46415.888336127726,0.0770870113945504
F4,1,PDA,dmnelf1002,10000.0,-0.1534398295639201
F4,1,PDA,dmnelf1003,4641.588833612777,0.052501726608083804
C3,1,CEN,dmnelf001,215.44346900318823,-0.06275160228558574
C3,1,CEN,dmnelf002,100.0,0.029231833282633745
C3,1,CEN,dmnelf003,46.41588833612777,0.014445264124405744
C3,1,CEN,dmnelf004,464.15888336127773,0.015031015408695551
C3,1,CEN,dmnelf005,100000000.0,0.15264959103968959
C3,1,CEN,dmnelf006,215.44346900318823,-0.06086964417079334
C3,1,CEN,dmnelf007,100000000.0,0.05009183874948069
C3,1,CEN,dmnelf008,100000000.0,0.08375601802292224
C3,1,CEN,dmnelf009,100000000.0,-0.06649684008139352
C3,1,CEN,dmnelf010,100000000.0,0.013321551055049513
C3,1,CEN,dmnelf011,100.0,-0.00798391378510092
C3,1,CEN,dmnelf012,100000000.0,0.05436077579403637
C3,1,CEN,dmnelf013,10000.0,0.01530615565638047
C3,1,CEN,dmnelf014,46.41588833612777,0.026353319732535147
C3,1,CEN,dmnelf015,100000000.0,0.09862809099428053
C3,1,CEN,dmnelf016,100000000.0,-0.010412576839328598
C3,1,CEN,dmnelf1001,100000000.0,0.12443607302752413
C3,1,CEN,dmnelf1002,100000000.0,-0.2573982808852625
C3,1,CEN,dmnelf1003,100000000.0,-0.0076099893798230326
C3,1,DMN,dmnelf001,100.0,0.015040957140498383
C3,1,DMN,dmnelf002,215.44346900318823,-0.01281601682349309
C3,1,DMN,dmnelf003,464.15888336127773,0.08594205441260552
